node,page_rank,overall_rank,comm,rank_comm
42,0.01593704320987241,137,1,36
237,0.01584044090096379,138,2,39
657,0.015530732214059775,139,10,7
420,0.015516231449589184,140,4,11
421,0.015357688891897,141,4,12
375,0.015195461771720986,142,3,5
33,0.015044671792289271,143,1,37
437,0.014905512704125578,144,4,13
162,0.014624728573913144,145,2,40
398,0.014609788435149668,146,4,14
416,0.014309159091374403,147,4,15
52,0.014157558984712434,148,1,38
617,0.013894608398019913,149,8,8
100,0.013826359065942541,150,1,39
412,0.013629710145617546,151,4,16
452,0.012723742586664331,152,5,1
553,0.012688225076021124,153,7,10
613,0.012640115579637378,154,8,9
268,0.012616347749208884,155,3,6
408,0.012592834337301774,156,4,17
202,0.012368711600889542,157,2,41
317,0.01227877109478718,158,3,7
591,0.012150273550467649,159,8,10
74,0.012134798971008227,160,1,40
488,0.012071884593544528,161,5,2
410,0.01193118553306857,162,4,18
502,0.011684531849686519,163,5,3
675,0.011445608795370666,164,12,6
599,0.011200425498063722,165,8,11
73,0.01076642886257194,166,1,41
402,0.010381163204376705,167,4,19
140,0.01001982592599952,168,2,42
346,0.009986643125109954,169,3,8
304,0.00988792401843401,170,3,9
334,0.009747253976600269,171,3,10
435,0.009660244143093756,172,4,20
284,0.009482541732289178,173,3,11
469,0.009420681484814822,174,5,4
577,0.009363238632146432,175,7,11
475,0.009350495340412929,176,5,5
500,0.009227281846030175,177,5,6
155,0.009198205295489424,178,2,43
259,0.009186752637095324,179,2,44
560,0.00915554075024592,180,7,12
471,0.009150042298254316,181,5,7
590,0.009121638509937193,182,7,13
378,0.00911872712012763,183,3,12
652,0.009039429850794532,184,10,8
211,0.008967538913032085,185,2,45
382,0.00891129669752361,186,4,21
109,0.008841918242132596,187,1,42
454,0.00878863994624283,188,5,8
580,0.00844168479855026,189,7,14
285,0.008247969300556844,190,3,13
264,0.008214167521696243,191,3,14
511,0.008138175597321304,192,6,10
263,0.00807716885557577,193,3,15
570,0.00806568689416372,194,7,15
430,0.008007441749712886,195,4,22
94,0.007928452308648743,196,1,43
472,0.007888961108512966,197,5,9
646,0.007855861553013526,198,10,9
21,0.00782040966429681,199,1,44
269,0.007780103302482323,200,3,16
470,0.007778404105093221,201,5,10
485,0.00763298438873206,202,5,11
601,0.007466162363592077,203,8,12
90,0.0072850377502302445,204,1,45
84,0.007046164144373033,205,1,46
439,0.006972985622963999,206,4,23
154,0.006754538237615903,207,2,46
373,0.006710085223148675,208,3,17
190,0.006665282568446981,209,2,47
493,0.006599562932296801,210,5,12
253,0.006483780333197025,211,2,48
294,0.006459476784411074,212,3,18
453,0.006433462106525587,213,5,13
490,0.006309122674732395,214,5,14
444,0.006270464645278955,215,4,24
361,0.006253198425156938,216,3,19
293,0.006236950320762396,217,3,20
572,0.006106457338396919,218,7,16
457,0.006091234637577687,219,5,15
404,0.006032393152757029,220,4,25
487,0.006014183341996863,221,5,16
370,0.005944531053790432,222,3,21
327,0.005795075185303059,223,3,22
473,0.00567028630301153,224,5,17
455,0.005663544321331607,225,5,18
368,0.005584393773806319,226,3,23
333,0.0055789029448617125,227,3,24
274,0.0055391915033193104,228,3,25
464,0.005520364577106966,229,5,19
137,0.005447396560325247,230,2,49
367,0.005344212674356792,231,3,26
272,0.0053423299990519035,232,3,27
372,0.005245190682499515,233,3,28
315,0.00515892577222731,234,3,29
338,0.005140925239543256,235,3,30
482,0.00509600048894801,236,5,20
655,0.005073433690622556,237,10,10
276,0.004972607500380291,238,3,31
256,0.004964374240877271,239,2,50
13,0.004940930652884549,240,1,47
484,0.004848742233142125,241,5,21
56,0.004614170815397088,242,1,48
427,0.004601624459877094,243,4,26
521,0.004457458856370801,244,6,11
295,0.004374510021954485,245,3,32
96,0.004286065738567095,246,1,49
449,0.004221282895579264,247,4,27
518,0.00404326794517871,248,6,12
460,0.004017901484086804,249,5,22
35,0.00378878402031058,250,1,50
499,0.003757547757439665,251,5,23
496,0.0037366088380484056,252,5,24
374,0.0037315519575277945,253,3,33
418,0.0036035419825046137,254,4,28
413,0.003602983754989234,255,4,29
277,0.003562637385918382,256,3,34
278,0.0035256554255522197,257,3,35
429,0.0034979552815336394,258,4,30
265,0.0034950285852430743,259,3,36
603,0.0034940307182383416,260,8,13
68,0.0034342633108338924,261,1,51
45,0.003408834615191093,262,1,52
458,0.003240092420103805,263,5,25
403,0.003209874568523189,264,4,31
352,0.003100016130324739,265,3,37
19,0.00288843734405326,266,1,53
271,0.002833812638277983,267,3,38
552,0.0028098789801555848,268,7,17
447,0.002790307945330978,269,4,32
303,0.0027473333769808643,270,3,39
355,0.002737984352338649,271,3,40
292,0.00262404059327653,272,3,41
400,0.0025832826973838504,273,4,33
311,0.0025545384929480004,274,3,42
505,0.0025004906819943037,275,6,13
494,0.0024324707301295995,276,5,26
320,0.0024322278253898887,277,3,43
321,0.0023828337011731118,278,3,44
329,0.002366399758126026,279,3,45
351,0.002269222044829304,280,3,46
350,0.0021713608331416522,281,3,47
300,0.0020343473793717924,282,3,48
479,0.001992826100883406,283,5,27
139,0.0019705953728589064,284,2,51
362,0.0019407142059761915,285,3,49
65,0.0018960812932181338,286,1,54
332,0.001820222292072086,287,3,50
339,0.0017308300534106564,288,3,51
647,0.0016624350080130079,289,10,11
22,0.001611027789850835,290,1,55
466,0.001510908347636026,291,5,28
188,0.001475763053359042,292,2,52
286,0.0014724313457959554,293,3,52
69,0.0014565702833097916,294,1,56
261,0.001396882784706484,295,3,53
498,0.001381652211887059,296,5,29
616,0.0013639269402902306,297,8,14
428,0.0013132430065255344,298,4,34
584,0.0012425444594316647,299,7,18
99,0.0012340108144283583,300,1,57
559,0.0011580886724926348,301,7,19
401,0.001075081821961404,302,4,35
203,0.0010380152020042542,303,2,53
301,0.0010260874836303488,304,3,54
377,0.0009822439962150526,305,3,55
366,0.0009788626012159959,306,3,56
348,0.0009012484761680598,307,3,57
468,0.0008374783936278184,308,5,30
79,0.0006232236612291985,309,1,58
128,0.0006167463009040241,310,1,59
495,0.0005686009965606576,311,5,31
477,0.0005079875146559458,312,5,32
305,0.0005047664104015554,313,3,58
596,0.00038993275326174026,314,8,15
314,0.0003512174321447179,315,3,59
349,0.00028477253432197694,316,3,60
310,0.0002789277479148082,317,3,61
322,0.00021263294418939698,318,3,62
463,0.00014070797516694254,319,5,33
308,0.0001359006186120758,320,3,63
489,1.9514548882219088e-05,321,5,34
101,1.885791943779295e-05,322,1,60
380,-4.677945452212969e-05,323,4,36
522,-5.241993559673223e-05,324,6,14
483,-0.0001895392900943851,325,5,35
113,-0.00025738938339167606,326,1,61
399,-0.00033328396565318087,327,4,37
392,-0.00038621486640431885,328,4,38
474,-0.0003880289325203212,329,5,36
607,-0.0004649136195234915,330,8,16
501,-0.0005431240913694352,331,5,37
266,-0.0005559593325992623,332,3,64
516,-0.0006385903673116138,333,6,15
545,-0.0006757289924704176,334,6,16
528,-0.0007522422479933452,335,6,17
363,-0.0007719299607759992,336,3,65
156,-0.0008682114962782647,337,2,54
419,-0.0009001855999725585,338,4,39
542,-0.0009235947716357593,339,6,18
135,-0.0009517919694419668,340,2,55
360,-0.0010020188234530674,341,3,66
280,-0.0010106846417770735,342,3,67
436,-0.0010566200243027003,343,4,40
497,-0.0010574441748420062,344,5,38
517,-0.0010847911033831999,345,6,19
331,-0.0011299564744424423,346,3,68
180,-0.0011323750879823394,347,2,56
299,-0.0011678811833790129,348,3,69
283,-0.0011791795444473776,349,3,70
328,-0.0011842157853911655,350,3,71
225,-0.0012098245787641958,351,2,57
353,-0.001225834466662289,352,3,72
364,-0.0012825426712009616,353,3,73
195,-0.0013280684135322616,354,2,58
319,-0.001333489780305107,355,3,74
478,-0.001357942013108034,356,5,39
365,-0.0013829705281701251,357,3,75
467,-0.001500115786764073,358,5,40
492,-0.0015061050267298035,359,5,41
510,-0.0016168922027368219,360,6,20
260,-0.0016277006878248931,361,3,76
594,-0.001642064435704205,362,8,17
82,-0.0017124323409175135,363,1,62
345,-0.0018170548522673745,364,3,77
306,-0.0018837586228940748,365,3,78
281,-0.001897094836010859,366,3,79
335,-0.0019490419334592896,367,3,80
480,-0.0019564945910194734,368,5,42
504,-0.0021178875821657056,369,6,21
313,-0.002135028506069568,370,3,81
465,-0.0021460160157436192,371,5,43
369,-0.002200700805278968,372,3,82
491,-0.0022113343026451903,373,5,44
486,-0.00224607059414566,374,5,45
287,-0.0022598090814563297,375,3,83
456,-0.0023266170396691968,376,5,46
592,-0.0023656396320537064,377,8,18
267,-0.002440045135870575,378,3,84
684,-0.0025087325145083405,379,13,1
405,-0.0025462773665714,380,4,41
336,-0.002557370159990795,381,3,85
172,-0.0026185955272151765,382,2,59
512,-0.002622165982254289,383,6,22
177,-0.0026331176645318873,384,2,60
233,-0.002835119798653824,385,2,61
297,-0.0028964445413028335,386,3,86
476,-0.0029398891290157805,387,5,47
461,-0.0030050762102886257,388,5,48
270,-0.0030655023267875444,389,3,87
393,-0.003100691735230182,390,4,42
330,-0.0031054355739725086,391,3,88
555,-0.0031122034642186982,392,7,20
309,-0.0032438983366195233,393,3,89
371,-0.0035536672553033995,394,3,90
462,-0.0035988370795281294,395,5,49
184,-0.003720618461127173,396,2,62
389,-0.003755172533950356,397,4,43
379,-0.0037924317622043207,398,3,91
250,-0.003805547925298359,399,2,63
593,-0.0038660185642036874,400,8,19
262,-0.003917511753954722,401,3,92
275,-0.00397718392661452,402,3,93
407,-0.004025488955771566,403,4,44
588,-0.004102388380613732,404,7,21
481,-0.004152878317590926,405,5,50
614,-0.004336358123007891,406,8,20
282,-0.0043961484300284355,407,3,94
12,-0.004398363444522391,408,1,63
323,-0.0044046187301892865,409,3,95
89,-0.004442670339318418,410,1,64
685,-0.004453652250782174,411,13,2
394,-0.004474399369057829,412,4,45
60,-0.004512506962425648,413,1,65
312,-0.004528693894176614,414,3,96
298,-0.004618906212493603,415,3,97
682,-0.004675977087798856,416,13,3
318,-0.00469191687787155,417,3,98
343,-0.004729933726857776,418,3,99
459,-0.004812286472594372,419,5,51
240,-0.004836136161192659,420,2,64
340,-0.004909766112834861,421,3,100
168,-0.004933278256125916,422,2,65
606,-0.004960356540742585,423,8,21
16,-0.00499907491182487,424,1,66
683,-0.005004260221512802,425,13,4
0,-0.005069899393346015,426,1,67
520,-0.005069934357945407,427,6,23
10,-0.005166839303700334,428,1,68
169,-0.005169647347630648,429,2,66
680,-0.005170631821545151,430,12,7
47,-0.0054306753322991164,431,1,69
443,-0.005442853598256418,432,4,46
198,-0.005493290776724524,433,2,67
422,-0.005645370212867535,434,4,47
359,-0.005667894653019921,435,3,101
208,-0.005702779981035409,436,2,68
344,-0.005712066642611161,437,3,102
307,-0.005798570295675019,438,3,103
337,-0.005829491198464837,439,3,104
273,-0.005837584539676108,440,3,105
248,-0.005901324333361879,441,2,69
57,-0.006045987166010979,442,1,70
583,-0.0061204517957739665,443,7,22
141,-0.006480495848767622,444,2,70
289,-0.00653822058476498,445,3,106
167,-0.0066363646244141546,446,2,71
347,-0.0066424123547489874,447,3,107
163,-0.006786197823536621,448,2,72
122,-0.006798696086260434,449,1,71
114,-0.006808826549142861,450,1,72
291,-0.0070412050118326954,451,3,108
536,-0.007164969908916829,452,6,24
357,-0.0072360432849994764,453,3,109
587,-0.007288774809686443,454,7,23
623,-0.007298930363652661,455,8,22
3,-0.007351646195754188,456,1,73
414,-0.007448564217500759,457,4,48
153,-0.00777291271759297,458,2,73
39,-0.007780777608663084,459,1,74
448,-0.007825385797903902,460,4,49
296,-0.008091519994204783,461,3,110
383,-0.008107127295121228,462,4,50
189,-0.008226318687083373,463,2,74
442,-0.008238949377290108,464,4,51
550,-0.008262069173201731,465,7,24
50,-0.008322426627027441,466,1,75
234,-0.008478868273010922,467,2,75
624,-0.008648726587901816,468,8,23
356,-0.00866620507771318,469,3,111
579,-0.008848944668845858,470,7,25
532,-0.00893223189322032,471,6,25
387,-0.009020005388824685,472,4,52
562,-0.009054093161171164,473,7,26
450,-0.009072159690653635,474,4,53
61,-0.009245495265772497,475,1,76
440,-0.009254640052172143,476,4,54
290,-0.009326885049117741,477,3,112
316,-0.00933649453418204,478,3,113
245,-0.009358993133689437,479,2,76
131,-0.009406286724860982,480,2,77
396,-0.009447756949439123,481,4,55
525,-0.009467767630076833,482,6,26
288,-0.009484786236344514,483,3,114
611,-0.009627538764668058,484,8,24
656,-0.009725986373160973,485,10,12
121,-0.0097930826442404,486,1,77
451,-0.010126703173352588,487,4,56
573,-0.010298099850650866,488,7,27
279,-0.010398530015873823,489,3,115
431,-0.01056518178544194,490,4,57
8,-0.010582141997576622,491,1,78
605,-0.010737469587257718,492,8,25
221,-0.010820111247959462,493,2,78
230,-0.011347859195066307,494,2,79
326,-0.011477864958759326,495,3,116
384,-0.011893653126508204,496,4,58
653,-0.011965208257960967,497,10,13
224,-0.01221887539393046,498,2,80
27,-0.01226689800219236,499,1,79
58,-0.0124578246449128,500,1,80
622,-0.01249875748169326,501,8,26
409,-0.012508642675774785,502,4,59
640,-0.012627304328084307,503,9,1
602,-0.012692159346332287,504,8,27
76,-0.012730165112337183,505,1,81
354,-0.01278173158849699,506,3,117
246,-0.012840449635686431,507,2,81
41,-0.012942350561048315,508,1,82
660,-0.013000135914282484,509,10,14
543,-0.013095469471032304,510,6,27
37,-0.01321880910235672,511,1,83
533,-0.013842949528958879,512,6,28
527,-0.013872584917254677,513,6,29
6,-0.014004683577751842,514,1,84
388,-0.014117260227679816,515,4,60
120,-0.014165387349529827,516,1,85
7,-0.014399017722506284,517,1,86
564,-0.014619754774091682,518,7,28
209,-0.014732737559147757,519,2,82
636,-0.014888651974874906,520,9,2
615,-0.014990043608367217,521,8,28
411,-0.014996869659166934,522,4,61
608,-0.015019671168282863,523,8,29
540,-0.015065804302629283,524,6,30
20,-0.01522052455788514,525,1,87
598,-0.015838605213211468,526,8,30
423,-0.016142151644378207,527,4,62
136,-0.01621384893773626,528,2,83
639,-0.016293740949856715,529,9,3
152,-0.016325228475605594,530,2,84
620,-0.01652142139334484,531,8,31
526,-0.016798489339358895,532,6,31
642,-0.01725353839875863,533,9,4
166,-0.017467140855097135,534,2,85
503,-0.017537038469141453,535,6,32
204,-0.01774566617736674,536,2,86
325,-0.017868188236597863,537,3,118
574,-0.01788127130555638,538,7,29
567,-0.017907087253300737,539,7,30
425,-0.01800387653989445,540,4,63
238,-0.0181833723320176,541,2,87
558,-0.018238637461746397,542,7,31
534,-0.018275000191653824,543,6,33
415,-0.018462687527621025,544,4,64
66,-0.018630805203257928,545,1,88
171,-0.01885903997909373,546,2,88
11,-0.01886680937252526,547,1,89
381,-0.01930071313186703,548,4,65
535,-0.019386326658393543,549,6,34
568,-0.01942522146872738,550,7,32
95,-0.020378966708506613,551,1,90
48,-0.0211207553265533,552,1,91
523,-0.021177972081444233,553,6,35
30,-0.02121672134756875,554,1,92
244,-0.021502173128906777,555,2,89
627,-0.021568522681624014,556,9,5
302,-0.021612479003321517,557,3,119
132,-0.021980910235298752,558,2,90
215,-0.021999138385475146,559,2,91
376,-0.022008973680937186,560,3,120
541,-0.02209902825242158,561,6,36
578,-0.02270670372133371,562,7,33
151,-0.022738774206501007,563,2,92
676,-0.022863061575592283,564,12,8
18,-0.02354007291599728,565,1,93
17,-0.023662796602799276,566,1,94
529,-0.023709769005693077,567,6,37
201,-0.023954372431116335,568,2,93
586,-0.024088174538285496,569,7,34
634,-0.024486106080340405,570,9,6
507,-0.02524068368838662,571,6,38
219,-0.02539026937951646,572,2,94
441,-0.025430812386334458,573,4,66
78,-0.02559670276669862,574,1,95
569,-0.025877387413053305,575,7,35
619,-0.026324206926023837,576,8,32
134,-0.026353041840229314,577,2,95
585,-0.026462018027147396,578,7,36
241,-0.02661573978020823,579,2,96
643,-0.026676970675570347,580,9,7
508,-0.026729363131307256,581,6,39
631,-0.02675504505430247,582,9,8
515,-0.02696370480626266,583,6,40
386,-0.02760532385154538,584,4,67
426,-0.027964011385700878,585,4,68
147,-0.028628338247829628,586,2,97
210,-0.028635246792396336,587,2,98
138,-0.028946014748186585,588,2,99
5,-0.029457472817598113,589,1,96
644,-0.02961319274503371,590,9,9
549,-0.0296804999257777,591,7,37
146,-0.030000204021347628,592,2,100
610,-0.030195522828949384,593,8,33
589,-0.030762133128168594,594,7,38
80,-0.03115708370648657,595,1,97
571,-0.03161497917924183,596,7,39
438,-0.03230641775805206,597,4,69
638,-0.03230947443084802,598,9,10
97,-0.032731047915881537,599,1,98
635,-0.03282148359607362,600,9,11
232,-0.03288458670394065,601,2,101
112,-0.033039181776040365,602,1,99
641,-0.033253525655323586,603,9,12
1,-0.03347016738154824,604,1,100
604,-0.03349251298376343,605,8,34
129,-0.03373499238173242,606,1,101
40,-0.03381083196033434,607,1,102
236,-0.03405626898783022,608,2,102
539,-0.034395217537178106,609,6,41
83,-0.03467142002903976,610,1,103
173,-0.03496954433947189,611,2,103
87,-0.03543152391289425,612,1,104
28,-0.03592438437312452,613,1,105
145,-0.03616120790115056,614,2,104
31,-0.03631995240838564,615,1,106
123,-0.036402789455012415,616,1,107
645,-0.036664366217724224,617,9,13
32,-0.03745720152527151,618,1,108
71,-0.03781973698084154,619,1,109
251,-0.037915892629017796,620,2,105
103,-0.03921705057716711,621,1,110
43,-0.039463811727521184,622,1,111
179,-0.03959784399795627,623,2,106
629,-0.040043662013188465,624,9,14
105,-0.0400908423262255,625,1,112
186,-0.040647774685260776,626,2,107
554,-0.04083599634625856,627,7,40
546,-0.0408549894558777,628,6,42
600,-0.040864459283615664,629,8,35
67,-0.041207655081535025,630,1,113
70,-0.041449616136538595,631,1,114
14,-0.04185732361588137,632,1,115
77,-0.042846905723604056,633,1,116
38,-0.04381290247743903,634,1,117
125,-0.04383890599719729,635,1,118
130,-0.04411708944325968,636,2,108
563,-0.04500692432391585,637,7,41
628,-0.04501804139769226,638,9,15
196,-0.045779211031782396,639,2,109
538,-0.046204165244268576,640,6,43
576,-0.046505850524670746,641,7,42
127,-0.04657961527990309,642,1,119
161,-0.04659100437225623,643,2,110
187,-0.04768558522138068,644,2,111
229,-0.04792358975490409,645,2,112
191,-0.04839294202478793,646,2,113
106,-0.048417764405673115,647,1,120
227,-0.04851873759848669,648,2,114
406,-0.048570735542075284,649,4,70
637,-0.0493685215222085,650,9,16
547,-0.04987171233814274,651,6,44
36,-0.05099862834525142,652,1,121
391,-0.05163622525380628,653,4,71
214,-0.05287758780739637,654,2,115
632,-0.05419066075492861,655,9,17
255,-0.05558979407293945,656,2,116
88,-0.057000475173746255,657,1,122
133,-0.05700851674842561,658,2,117
158,-0.059219707633847554,659,2,118
612,-0.06003556889765783,660,8,36
93,-0.0607927649774214,661,1,123
424,-0.061040796388299574,662,4,72
149,-0.06173077880880941,663,2,119
143,-0.06307531961314451,664,2,120
249,-0.06337892189794485,665,2,121
199,-0.06482636226934142,666,2,122
24,-0.068117156530482,667,1,124
531,-0.07115389572638806,668,6,45
216,-0.07248462419938961,669,2,123
126,-0.08010985599171762,670,1,125
102,-0.08307708757501742,671,1,126
142,-0.08593973842735818,672,2,124
235,-0.091607009684457,673,2,125
228,-0.09631482602581201,674,2,126
651,-0.09816184868968791,675,10,15
581,-0.09820826156504979,676,7,43
185,-0.12010927765339222,677,2,127
124,-0.12211864143735797,678,1,127
150,-0.1239529933694092,679,2,128
104,-0.12735091688120376,680,1,128
223,-0.1421306872313432,681,2,129
54,-0.1514321347208692,682,1,129
239,-0.16300382125970292,683,2,130
92,-0.17688382442218428,684,1,130
