n_nodes,influence,nodes,time,std
0.39076376554174086,15.15,"[673, 56, 1118, 1451, 1066, 2834, 492, 1164, 2099, 1686, 474]",12,68.47539996232223
1.5985790408525755,28.89,"[2662, 2304, 119, 777, 2834, 298, 1849, 18, 45, 2526, 1118, 1928, 116, 1470, 691, 1200, 492, 1451, 449, 1425, 226, 641, 2306, 1539, 262, 1798, 1415, 1164, 2445, 1550, 2196, 1686, 168, 1066, 762, 1328, 433, 2099, 1332, 1991, 77, 1503, 474, 1637, 1504]",12,61.66847168529475
2.0959147424511544,31.55,"[2662, 2304, 777, 2834, 298, 1849, 119, 758, 1425, 1118, 1928, 1470, 2526, 45, 691, 116, 641, 492, 77, 1451, 1038, 1636, 1389, 1463, 2223, 2395, 715, 302, 500, 1461, 91, 1326, 1062, 2184, 762, 190, 1727, 2666, 2306, 1539, 1686, 262, 1503, 1637, 1798, 1415, 1164, 2445, 1328, 1550, 1504, 433, 1066, 474, 1991, 2099, 1332, 168, 2196]",11,63.481149958078106
0.8880994671403197,22.68,"[2662, 1425, 777, 2834, 298, 1849, 2304, 758, 1118, 1063, 1695, 2468, 1451, 116, 2526, 1539, 1415, 168, 492, 1066, 1164, 1503, 2099, 1686, 474]",12,82.66500105848908
1.1367673179396094,25.35,"[1415, 1798, 1470, 2100, 344, 1849, 1118, 2304, 1686, 2526, 957, 1063, 1689, 1164, 2468, 1451, 492, 474, 2834, 2099, 1066, 116, 1637, 762, 190, 1550, 571, 1539, 168, 302, 1328, 2196]",12,67.93411219703987
1.52753108348135,28.14,"[2662, 2304, 777, 2834, 298, 1849, 119, 758, 160, 1118, 1425, 2526, 1928, 1470, 1636, 116, 1451, 492, 1461, 641, 433, 1982, 691, 2306, 1539, 715, 302, 262, 1798, 1415, 1164, 2445, 1550, 2196, 762, 1686, 168, 1066, 1328, 2099, 474, 1503, 1637]",12,70.79488399594987
0.8525754884547068,22.29,"[2662, 119, 777, 2834, 2304, 1849, 298, 2888, 1118, 758, 2468, 116, 2526, 168, 1539, 1415, 1066, 1164, 159, 1503, 492, 2099, 474, 1686]",12,76.35240664183415
1.0657193605683837,24.37,"[1503, 2685, 1415, 1712, 222, 1849, 758, 385, 1451, 1686, 53, 302, 168, 1328, 1539, 492, 2834, 474, 1118, 1066, 2099, 1164, 116, 762, 1713, 1746, 890, 2306, 2196, 2445]",12,53.584777689190794
1.3143872113676731,26.6,"[2662, 1712, 1676, 2834, 298, 1849, 77, 758, 1746, 1118, 1469, 2304, 2306, 2445, 2526, 492, 116, 715, 762, 1504, 1539, 1637, 1415, 1164, 1550, 2196, 1686, 1636, 168, 1066, 884, 1328, 2099, 1461, 1991, 474, 1503]",12,65.20774187165203
0.14209591474245098,7.88,"[409, 1686, 2834, 1118]",11,80.74170174079809
1.2078152753108349,25.97,"[2662, 2304, 777, 2834, 298, 1849, 119, 2468, 2382, 1118, 2000, 226, 1130, 2306, 1539, 116, 1798, 1415, 492, 1164, 2445, 1550, 1461, 2196, 1686, 168, 1066, 1328, 715, 2099, 474, 1503, 1310, 762]",12,70.62641149031997
1.1012433392539966,25.0,"[1415, 1798, 1470, 2100, 344, 1849, 1118, 2304, 2526, 957, 1686, 658, 1689, 2468, 1637, 190, 1164, 1550, 474, 1539, 492, 1451, 2834, 2099, 762, 116, 168, 1066, 302, 1328, 2196]",12,70.20938968542598
2.3445825932504443,33.02,"[2662, 2304, 777, 2834, 298, 1849, 119, 2000, 758, 2453, 577, 1118, 2421, 2462, 1470, 2526, 181, 116, 2342, 1928, 492, 45, 2641, 2080, 77, 1636, 890, 1518, 1130, 131, 500, 641, 789, 571, 762, 1463, 715, 226, 1469, 91, 1746, 2306, 302, 2666, 1539, 1461, 262, 1798, 190, 1326, 1637, 1503, 2184, 1415, 1164, 2445, 1550, 2196, 1686, 1504, 1066, 1328, 431, 2099, 1332, 474]",11,61.2697674224409
0.9236234458259327,23.04,"[1503, 1415, 1118, 1712, 758, 1849, 2304, 474, 528, 2468, 2382, 2000, 2302, 2834, 1461, 1798, 168, 1164, 116, 1686, 2306, 1539, 298, 492, 1066, 2099]",13,76.49263755421171
0.9591474245115452,23.6,"[2662, 1425, 2382, 2834, 2000, 1849, 298, 226, 1118, 758, 1461, 2304, 2306, 1798, 2354, 1539, 116, 2468, 1415, 168, 1066, 1503, 1164, 492, 2099, 1686, 474]",12,72.94180968415851
0.17761989342806395,8.84,"[1415, 320, 1066, 2834, 1118]",11,64.17256734773824
1.492007104795737,27.82,"[1503, 1118, 2304, 1415, 758, 474, 528, 2468, 1849, 225, 1798, 2834, 2382, 2000, 462, 1164, 1451, 1686, 1746, 492, 1928, 2445, 2196, 168, 1461, 762, 302, 1636, 1328, 1518, 116, 298, 1066, 2099, 226, 1109, 715, 77, 2526, 1504, 2306, 1539]",11,70.40006818178517
0.24866785079928944,11.91,"[1503, 1118, 1061, 1066, 2834, 1164, 2099]",11,68.61545015519465
2.024866785079929,31.44,"[1415, 1798, 1470, 2100, 344, 1849, 1118, 957, 1063, 1689, 2526, 1686, 2304, 116, 433, 715, 492, 890, 2468, 1451, 474, 1164, 2306, 762, 1637, 1891, 2099, 1130, 1503, 1066, 2834, 1277, 226, 1463, 109, 1803, 2462, 2340, 1328, 168, 1550, 1518, 2445, 1131, 91, 2196, 1539, 418, 613, 1427, 139, 1991, 222, 275, 850, 159, 449]",11,48.82337145261478
2.2735346358792183,32.42,"[2662, 1063, 777, 2834, 298, 1849, 116, 758, 1118, 1451, 1689, 2468, 691, 2526, 1130, 1518, 492, 1425, 890, 2080, 1686, 1636, 302, 2304, 1461, 409, 577, 168, 226, 501, 2462, 1389, 1503, 2644, 762, 1470, 474, 1504, 2223, 2641, 2099, 715, 1539, 1328, 2196, 1550, 1415, 500, 91, 1326, 1066, 789, 1164, 2184, 2306, 1928, 190, 1727, 262, 2666, 1798, 2445, 77, 1858]",10,70.1183028887608
0.2841918294849024,13.21,"[1503, 1118, 474, 1415, 1066, 2834, 1164, 734]",13,67.66268099920369
0.6394316163410301,20.14,"[2662, 1853, 1539, 2834, 2468, 1415, 116, 168, 1118, 1066, 1451, 492, 1164, 2526, 2099, 1686, 474, 1503]",13,57.887618710739865
1.8117229129662524,30.62,"[1503, 1712, 1415, 1118, 2304, 528, 758, 1849, 2382, 474, 2000, 1451, 1425, 2080, 2526, 2468, 1597, 890, 2834, 1461, 1518, 1130, 1803, 168, 1686, 116, 1164, 1295, 704, 1131, 418, 613, 492, 2099, 298, 1427, 1066, 139, 2306, 1539, 222, 762, 1928, 2445, 1550, 2196, 2462, 1328, 1470, 1925, 91]",11,50.24221332704204
0.10657193605683846,5.71,"[1976, 1118, 2834]",10,58.74676501731818
2.238010657193606,32.17,"[2662, 119, 2445, 2834, 1712, 1849, 2304, 1469, 1118, 298, 1746, 758, 2526, 1991, 1504, 116, 2421, 226, 869, 1503, 1518, 168, 1550, 1066, 1164, 474, 1539, 1415, 2099, 1686, 492, 1637, 715, 1018, 1461, 2080, 2306, 2196, 1798, 302, 1328, 2061, 762, 577, 1636, 2462, 1389, 1451, 1463, 2223, 2641, 1747, 91, 1326, 1062, 2184, 190, 1727, 45, 262, 2666, 433, 1332]",11,51.61521093631217
1.3854351687388988,27.13,"[1503, 1712, 1415, 1118, 758, 528, 2468, 1849, 2382, 474, 2000, 2304, 2302, 1461, 641, 262, 2445, 2834, 1550, 2196, 762, 168, 116, 1686, 1164, 1798, 1328, 433, 1332, 1991, 492, 2099, 298, 77, 1066, 2306, 1539, 28, 1504]",13,69.73728127766381
0.5683836589698046,18.47,"[2564, 1539, 1118, 168, 1066, 2834, 1451, 1164, 474, 492, 1415, 302, 1328, 2099, 2196, 116]",12,74.72317177422275
0.4262877442273538,15.52,"[2607, 964, 1539, 1415, 2526, 168, 1066, 492, 2834, 1686, 2099, 1118]",13,71.19050779422774
2.380106571936057,33.21,"[1503, 1919, 1415, 1118, 1746, 2685, 474, 890, 777, 2000, 691, 2834, 45, 1676, 1164, 1928, 1130, 1470, 1518, 1920, 2468, 2332, 1066, 2526, 603, 433, 1636, 492, 262, 1425, 2582, 302, 1451, 762, 2810, 1461, 577, 1849, 1389, 2223, 2641, 500, 641, 2462, 1504, 1332, 168, 298, 2099, 1328, 91, 77, 1550, 2445, 226, 2666, 1326, 789, 2184, 190, 1686, 571, 1409, 2306, 1539, 1798, 2196]",11,61.65030413550286
1.7761989342806395,30.43,"[2662, 2304, 2415, 2834, 2382, 1849, 298, 2000, 1118, 758, 1425, 2080, 2526, 1597, 890, 1539, 1415, 1461, 1066, 1451, 492, 1130, 474, 2099, 1686, 1295, 1503, 1164, 1518, 2468, 704, 850, 116, 159, 449, 168, 1131, 1803, 613, 2445, 532, 1550, 1427, 762, 2196, 418, 2462, 1328, 1470, 91]",12,66.52210459689321
1.4209591474245116,27.55,"[2370, 2834, 1503, 222, 1451, 2304, 1686, 1849, 2888, 168, 2468, 758, 298, 492, 2099, 1539, 474, 159, 2196, 2526, 1118, 1746, 1066, 116, 2445, 1469, 1164, 1928, 762, 1415, 2639, 302, 1636, 1328, 715, 1518, 1109, 77, 1504, 226]",12,50.41053858073726
1.2788632326820604,26.19,"[2662, 1097, 777, 2834, 298, 1849, 119, 758, 1425, 1118, 1928, 45, 1470, 2526, 691, 116, 641, 77, 492, 1539, 1798, 1415, 1164, 1550, 2196, 1451, 1686, 168, 1066, 302, 1328, 2099, 190, 474, 762, 1637]",12,70.1275979910905
0.7815275310834815,21.6,"[708, 777, 1539, 1415, 1425, 2526, 1066, 492, 2834, 2099, 1686, 474, 1118, 1849, 298, 1063, 1451, 758, 116, 2304, 1164, 1503]",13,85.53567910527161
0.710479573712256,20.77,"[1503, 1712, 1415, 528, 1118, 2468, 758, 1, 1539, 168, 298, 474, 1066, 492, 2445, 1164, 2834, 2099, 2196, 1686]",12,66.97986563139702
0.4973357015985791,17.74,"[1415, 1296, 2348, 1539, 2468, 1066, 1118, 1451, 1164, 492, 2834, 2099, 1686, 474]",12,55.96201926306806
1.9182948490230907,30.95,"[2662, 2304, 2415, 2834, 2382, 1849, 758, 2000, 1118, 298, 1425, 2080, 1597, 2526, 890, 1461, 315, 2468, 704, 116, 159, 492, 449, 1130, 1539, 1066, 1451, 474, 1415, 1518, 1503, 532, 1550, 2099, 226, 222, 416, 1798, 1686, 1131, 850, 1803, 1164, 613, 762, 2445, 1427, 2196, 2462, 418, 168, 1328, 1470, 91]",11,58.56042691101218
1.5630550621669625,28.32,"[2662, 45, 2304, 777, 2834, 298, 119, 1849, 758, 1332, 1991, 1118, 641, 2306, 2526, 1539, 2785, 262, 492, 1798, 1451, 1928, 1425, 1636, 1470, 1415, 1164, 691, 715, 2445, 1550, 302, 1461, 2196, 762, 1686, 168, 1066, 1328, 433, 2099, 474, 1503, 1637]",12,73.61491424976327
1.705150976909414,29.68,"[1503, 1712, 528, 1278, 1118, 2382, 758, 2000, 2304, 2080, 1849, 1597, 474, 890, 1518, 1130, 1451, 2526, 1803, 1425, 1295, 704, 2468, 1131, 418, 1461, 116, 613, 2834, 1427, 139, 2306, 168, 222, 492, 1928, 1686, 2445, 2462, 1539, 1164, 762, 1550, 2099, 2196, 298, 1066, 1328]",12,71.64508078019034
2.3090586145648313,32.78,"[1415, 1470, 1798, 2100, 344, 1849, 1118, 957, 1063, 1689, 2526, 890, 1637, 116, 1686, 1891, 1277, 492, 715, 433, 1463, 2304, 109, 762, 474, 1803, 2468, 1451, 2340, 1131, 1130, 418, 1503, 613, 1164, 2099, 226, 1427, 139, 1991, 2306, 222, 1066, 1518, 275, 850, 250, 2834, 1332, 77, 2666, 1328, 91, 1326, 2462, 789, 168, 2184, 190, 571, 1409, 1539, 1550, 2445, 2196]",11,67.40633798093471
0.6039076376554176,18.94,"[708, 777, 1539, 1415, 1425, 2526, 1849, 1066, 492, 2834, 2099, 1686, 474, 637, 1118, 33, 1164]",12,63.905120295638284
1.030195381882771,24.0,"[1503, 1712, 2100, 1415, 1118, 344, 758, 1695, 2526, 1849, 571, 474, 2583, 2442, 1451, 302, 2304, 1539, 1798, 168, 1066, 1164, 2834, 492, 2196, 1328, 2099, 116, 1686]",12,68.77566139267583
